"INCDATE","month","V20061","offense_code","offense_category"
2019-01-25,2019-01-01,132,132,"Assault"
2019-12-20,2019-12-01,133,133,"Intimidation"
2019-01-17,2019-01-01,233,233,"Theft/Fraud/Burglary"
2019-09-29,2019-09-01,290,290,"Vandalism"
2019-08-20,2019-08-01,520,520,"Drug/Weapons Violation"
2019-03-25,2019-03-01,236,236,"Theft/Fraud/Burglary"
2019-03-13,2019-03-01,131,131,"Assault"
2019-03-18,2019-03-01,131,131,"Assault"
2019-03-24,2019-03-01,290,290,"Vandalism"
2019-05-31,2019-05-01,290,290,"Vandalism"
2019-09-23,2019-09-01,290,290,"Vandalism"
2019-11-26,2019-11-01,133,133,"Intimidation"
2019-03-20,2019-03-01,133,133,"Intimidation"
2019-03-28,2019-03-01,132,132,"Assault"
2019-06-17,2019-06-01,132,132,"Assault"
2019-04-20,2019-04-01,133,133,"Intimidation"
2019-06-23,2019-06-01,133,133,"Intimidation"
2019-07-20,2019-07-01,261,261,"Theft/Fraud/Burglary"
2019-02-20,2019-02-01,290,290,"Vandalism"
2019-12-20,2019-12-01,132,132,"Assault"
2019-07-27,2019-07-01,132,132,"Assault"
2019-09-25,2019-09-01,220,220,"Theft/Fraud/Burglary"
2019-11-18,2019-11-01,238,238,"Theft/Fraud/Burglary"
2019-05-20,2019-05-01,290,290,"Vandalism"
2019-02-15,2019-02-01,132,132,"Assault"
2019-07-21,2019-07-01,133,133,"Intimidation"
2019-02-20,2019-02-01,290,290,"Vandalism"
2019-09-24,2019-09-01,238,238,"Theft/Fraud/Burglary"
2019-12-15,2019-12-01,351,351,"Drug/Weapons Violation"
2019-05-20,2019-05-01,238,238,"Theft/Fraud/Burglary"
2019-01-25,2019-01-01,240,240,"Theft/Fraud/Burglary"
2019-07-20,2019-07-01,234,234,"Theft/Fraud/Burglary"
2019-02-15,2019-02-01,290,290,"Vandalism"
2019-11-25,2019-11-01,238,238,"Theft/Fraud/Burglary"
2019-03-13,2019-03-01,220,220,"Theft/Fraud/Burglary"
2019-09-20,2019-09-01,132,132,"Assault"
2019-12-20,2019-12-01,238,238,"Theft/Fraud/Burglary"
2019-08-15,2019-08-01,238,238,"Theft/Fraud/Burglary"
2019-09-20,2019-09-01,238,238,"Theft/Fraud/Burglary"
2019-02-21,2019-02-01,233,233,"Theft/Fraud/Burglary"
2019-04-29,2019-04-01,233,233,"Theft/Fraud/Burglary"
2019-11-16,2019-11-01,231,231,"Theft/Fraud/Burglary"
2019-02-25,2019-02-01,133,133,"Intimidation"
2019-03-28,2019-03-01,231,231,"Theft/Fraud/Burglary"
2019-04-30,2019-04-01,233,233,"Theft/Fraud/Burglary"
2019-11-20,2019-11-01,240,240,"Theft/Fraud/Burglary"
2019-07-20,2019-07-01,237,237,"Theft/Fraud/Burglary"
2019-11-20,2019-11-01,236,236,"Theft/Fraud/Burglary"
2019-12-26,2019-12-01,236,236,"Theft/Fraud/Burglary"
2019-07-26,2019-07-01,234,234,"Theft/Fraud/Burglary"
2019-05-30,2019-05-01,114,114,"Sexual Offense"
2019-08-20,2019-08-01,290,290,"Vandalism"
2019-06-20,2019-06-01,132,132,"Assault"
2019-02-26,2019-02-01,133,133,"Intimidation"
2019-08-29,2019-08-01,133,133,"Intimidation"
2019-11-16,2019-11-01,133,133,"Intimidation"
2019-12-20,2019-12-01,290,290,"Vandalism"
2019-03-23,2019-03-01,131,131,"Assault"
2019-08-20,2019-08-01,280,280,"Theft/Fraud/Burglary"
2019-12-13,2019-12-01,133,133,"Intimidation"
2019-01-20,2019-01-01,290,290,"Vandalism"
2019-05-20,2019-05-01,290,290,"Vandalism"
2019-10-22,2019-10-01,352,352,"Drug/Weapons Violation"
2019-10-22,2019-10-01,237,237,"Theft/Fraud/Burglary"
2019-03-20,2019-03-01,236,236,"Theft/Fraud/Burglary"
2019-04-20,2019-04-01,220,220,"Theft/Fraud/Burglary"
2019-01-20,2019-01-01,370,370,"Other"
2019-11-13,2019-11-01,132,132,"Assault"
2019-03-13,2019-03-01,238,238,"Theft/Fraud/Burglary"
2019-12-20,2019-12-01,132,132,"Assault"
2019-05-20,2019-05-01,220,220,"Theft/Fraud/Burglary"
2019-05-13,2019-05-01,220,220,"Theft/Fraud/Burglary"
2019-03-20,2019-03-01,290,290,"Vandalism"
2019-07-20,2019-07-01,238,238,"Theft/Fraud/Burglary"
2019-07-20,2019-07-01,290,290,"Vandalism"
2019-05-25,2019-05-01,238,238,"Theft/Fraud/Burglary"
2019-01-20,2019-01-01,132,132,"Assault"
2019-02-20,2019-02-01,290,290,"Vandalism"
2019-06-20,2019-06-01,132,132,"Assault"
2019-01-21,2019-01-01,132,132,"Assault"
2019-07-20,2019-07-01,120,120,"Theft/Fraud/Burglary"
2019-12-30,2019-12-01,351,351,"Drug/Weapons Violation"
2019-10-31,2019-10-01,351,351,"Drug/Weapons Violation"
2019-06-17,2019-06-01,235,235,"Theft/Fraud/Burglary"
2019-12-20,2019-12-01,290,290,"Vandalism"
2019-10-21,2019-10-01,290,290,"Vandalism"
2019-05-26,2019-05-01,290,290,"Vandalism"
2019-05-13,2019-05-01,290,290,"Vandalism"
2019-12-20,2019-12-01,132,132,"Assault"
2019-12-27,2019-12-01,351,351,"Drug/Weapons Violation"
2019-06-20,2019-06-01,238,238,"Theft/Fraud/Burglary"
2019-04-20,2019-04-01,351,351,"Drug/Weapons Violation"
2019-12-23,2019-12-01,132,132,"Assault"
2019-12-24,2019-12-01,132,132,"Assault"
2019-11-13,2019-11-01,131,131,"Assault"
2019-09-20,2019-09-01,132,132,"Assault"
2019-12-18,2019-12-01,132,132,"Assault"
2019-12-17,2019-12-01,132,132,"Assault"
2019-01-13,2019-01-01,132,132,"Assault"
2019-01-20,2019-01-01,133,133,"Intimidation"
2019-11-20,2019-11-01,238,238,"Theft/Fraud/Burglary"
2019-11-28,2019-11-01,131,131,"Assault"
2019-05-20,2019-05-01,132,132,"Assault"
2019-06-20,2019-06-01,132,132,"Assault"
2019-02-20,2019-02-01,238,238,"Theft/Fraud/Burglary"
2019-09-20,2019-09-01,133,133,"Intimidation"
2019-06-21,2019-06-01,351,351,"Drug/Weapons Violation"
2019-01-19,2019-01-01,120,120,"Theft/Fraud/Burglary"
2019-08-20,2019-08-01,133,133,"Intimidation"
2019-09-25,2019-09-01,133,133,"Intimidation"
2019-09-15,2019-09-01,131,131,"Assault"
2019-11-14,2019-11-01,131,131,"Assault"
2019-08-20,2019-08-01,132,132,"Assault"
2019-03-24,2019-03-01,133,133,"Intimidation"
2019-05-16,2019-05-01,233,233,"Theft/Fraud/Burglary"
2019-09-28,2019-09-01,131,131,"Assault"
2019-02-20,2019-02-01,351,351,"Drug/Weapons Violation"
2018-05-27,2018-05-01,237,237,"Theft/Fraud/Burglary"
2018-02-20,2018-02-01,133,133,"Intimidation"
2018-11-20,2018-11-01,237,237,"Theft/Fraud/Burglary"
2018-12-16,2018-12-01,131,131,"Assault"
2018-03-20,2018-03-01,133,133,"Intimidation"
2018-11-20,2018-11-01,351,351,"Drug/Weapons Violation"
2018-06-14,2018-06-01,262,262,"Theft/Fraud/Burglary"
2018-12-20,2018-12-01,240,240,"Theft/Fraud/Burglary"
2018-08-14,2018-08-01,351,351,"Drug/Weapons Violation"
2018-09-13,2018-09-01,351,351,"Drug/Weapons Violation"
2018-12-20,2018-12-01,351,351,"Drug/Weapons Violation"
2018-06-21,2018-06-01,236,236,"Theft/Fraud/Burglary"
2018-09-19,2018-09-01,238,238,"Theft/Fraud/Burglary"
2018-07-20,2018-07-01,240,240,"Theft/Fraud/Burglary"
2018-10-20,2018-10-01,238,238,"Theft/Fraud/Burglary"
2018-06-20,2018-06-01,351,351,"Drug/Weapons Violation"
2018-09-26,2018-09-01,236,236,"Theft/Fraud/Burglary"
2018-12-20,2018-12-01,238,238,"Theft/Fraud/Burglary"
2018-10-20,2018-10-01,233,233,"Theft/Fraud/Burglary"
2018-07-20,2018-07-01,351,351,"Drug/Weapons Violation"
2018-07-17,2018-07-01,290,290,"Vandalism"
2018-04-20,2018-04-01,132,132,"Assault"
2018-07-31,2018-07-01,280,280,"Theft/Fraud/Burglary"
2018-06-23,2018-06-01,240,240,"Theft/Fraud/Burglary"
2018-03-20,2018-03-01,351,351,"Drug/Weapons Violation"
2018-12-31,2018-12-01,132,132,"Assault"
2018-09-20,2018-09-01,351,351,"Drug/Weapons Violation"
2018-01-20,2018-01-01,220,220,"Theft/Fraud/Burglary"
2018-07-25,2018-07-01,280,280,"Theft/Fraud/Burglary"
2018-03-20,2018-03-01,236,236,"Theft/Fraud/Burglary"
2018-05-19,2018-05-01,133,133,"Intimidation"
2018-08-19,2018-08-01,233,233,"Theft/Fraud/Burglary"
2018-04-20,2018-04-01,114,114,"Sexual Offense"
2018-03-20,2018-03-01,351,351,"Drug/Weapons Violation"
2018-07-20,2018-07-01,351,351,"Drug/Weapons Violation"
2018-12-20,2018-12-01,132,132,"Assault"
2018-06-17,2018-06-01,233,233,"Theft/Fraud/Burglary"
2018-04-26,2018-04-01,233,233,"Theft/Fraud/Burglary"
2018-12-20,2018-12-01,351,351,"Drug/Weapons Violation"
2018-11-27,2018-11-01,351,351,"Drug/Weapons Violation"
2018-10-18,2018-10-01,351,351,"Drug/Weapons Violation"
2018-05-20,2018-05-01,351,351,"Drug/Weapons Violation"
2018-05-20,2018-05-01,238,238,"Theft/Fraud/Burglary"
2018-01-16,2018-01-01,220,220,"Theft/Fraud/Burglary"
2018-11-23,2018-11-01,270,270,"Theft/Fraud/Burglary"
2018-02-28,2018-02-01,238,238,"Theft/Fraud/Burglary"
2018-07-22,2018-07-01,351,351,"Drug/Weapons Violation"
2018-10-20,2018-10-01,236,236,"Theft/Fraud/Burglary"
2018-03-20,2018-03-01,351,351,"Drug/Weapons Violation"
2018-03-21,2018-03-01,238,238,"Theft/Fraud/Burglary"
2018-10-20,2018-10-01,238,238,"Theft/Fraud/Burglary"
2018-11-20,2018-11-01,262,262,"Theft/Fraud/Burglary"
2018-07-24,2018-07-01,220,220,"Theft/Fraud/Burglary"
2018-03-24,2018-03-01,238,238,"Theft/Fraud/Burglary"
2018-01-14,2018-01-01,220,220,"Theft/Fraud/Burglary"
2018-08-20,2018-08-01,236,236,"Theft/Fraud/Burglary"
2018-03-14,2018-03-01,120,120,"Theft/Fraud/Burglary"
2018-01-17,2018-01-01,100,100,"Theft/Fraud/Burglary"
2018-12-17,2018-12-01,238,238,"Theft/Fraud/Burglary"
2018-06-20,2018-06-01,240,240,"Theft/Fraud/Burglary"
2018-04-21,2018-04-01,351,351,"Drug/Weapons Violation"
2018-04-20,2018-04-01,351,351,"Drug/Weapons Violation"
2018-05-20,2018-05-01,351,351,"Drug/Weapons Violation"
2018-07-20,2018-07-01,220,220,"Theft/Fraud/Burglary"
2018-07-13,2018-07-01,200,200,"Theft/Fraud/Burglary"
2018-09-24,2018-09-01,351,351,"Drug/Weapons Violation"
2018-10-27,2018-10-01,290,290,"Vandalism"
2018-09-18,2018-09-01,132,132,"Assault"
2018-03-20,2018-03-01,132,132,"Assault"
2018-10-30,2018-10-01,234,234,"Theft/Fraud/Burglary"
2018-06-21,2018-06-01,370,370,"Other"
2018-12-14,2018-12-01,131,131,"Assault"
2018-03-20,2018-03-01,133,133,"Intimidation"
2018-03-20,2018-03-01,238,238,"Theft/Fraud/Burglary"
2018-07-20,2018-07-01,133,133,"Intimidation"
2018-01-20,2018-01-01,520,520,"Drug/Weapons Violation"
2018-12-20,2018-12-01,520,520,"Drug/Weapons Violation"
2018-10-20,2018-10-01,233,233,"Theft/Fraud/Burglary"
2018-03-20,2018-03-01,132,132,"Assault"
2018-01-18,2018-01-01,290,290,"Vandalism"
2018-01-26,2018-01-01,131,131,"Assault"
2018-03-31,2018-03-01,200,200,"Theft/Fraud/Burglary"
2018-08-20,2018-08-01,132,132,"Assault"
2018-11-20,2018-11-01,133,133,"Intimidation"
2018-01-30,2018-01-01,132,132,"Assault"
2018-04-20,2018-04-01,133,133,"Intimidation"
2018-01-24,2018-01-01,351,351,"Drug/Weapons Violation"
2018-09-30,2018-09-01,132,132,"Assault"
2018-07-18,2018-07-01,131,131,"Assault"
2018-07-26,2018-07-01,510,510,"Other"
2018-01-27,2018-01-01,132,132,"Assault"
2018-08-20,2018-08-01,238,238,"Theft/Fraud/Burglary"
2018-09-20,2018-09-01,236,236,"Theft/Fraud/Burglary"
2018-09-30,2018-09-01,236,236,"Theft/Fraud/Burglary"
2018-12-16,2018-12-01,351,351,"Drug/Weapons Violation"
2018-01-20,2018-01-01,238,238,"Theft/Fraud/Burglary"
2018-05-26,2018-05-01,238,238,"Theft/Fraud/Burglary"
2018-12-20,2018-12-01,238,238,"Theft/Fraud/Burglary"
2018-06-20,2018-06-01,290,290,"Vandalism"
2018-09-22,2018-09-01,240,240,"Theft/Fraud/Burglary"
2018-05-13,2018-05-01,290,290,"Vandalism"
2018-01-20,2018-01-01,240,240,"Theft/Fraud/Burglary"
2018-10-27,2018-10-01,133,133,"Intimidation"
2018-12-27,2018-12-01,290,290,"Vandalism"
2018-02-15,2018-02-01,132,132,"Assault"
2018-02-18,2018-02-01,290,290,"Vandalism"
2018-02-20,2018-02-01,236,236,"Theft/Fraud/Burglary"
2018-10-20,2018-10-01,233,233,"Theft/Fraud/Burglary"
2018-12-23,2018-12-01,352,352,"Drug/Weapons Violation"
2018-12-22,2018-12-01,120,120,"Theft/Fraud/Burglary"
2018-09-21,2018-09-01,266,266,"Theft/Fraud/Burglary"
2018-07-25,2018-07-01,236,236,"Theft/Fraud/Burglary"
2018-05-20,2018-05-01,290,290,"Vandalism"
2018-01-20,2018-01-01,266,266,"Theft/Fraud/Burglary"
2018-12-20,2018-12-01,133,133,"Intimidation"
2018-12-20,2018-12-01,131,131,"Assault"
2018-07-14,2018-07-01,132,132,"Assault"
2018-07-24,2018-07-01,133,133,"Intimidation"
2018-02-21,2018-02-01,133,133,"Intimidation"
2018-07-31,2018-07-01,131,131,"Assault"
2018-09-30,2018-09-01,132,132,"Assault"
2018-02-20,2018-02-01,290,290,"Vandalism"
2018-09-20,2018-09-01,351,351,"Drug/Weapons Violation"
2018-08-20,2018-08-01,132,132,"Assault"
2018-08-15,2018-08-01,261,261,"Theft/Fraud/Burglary"
2018-10-30,2018-10-01,133,133,"Intimidation"
2018-06-20,2018-06-01,133,133,"Intimidation"
2018-10-20,2018-10-01,132,132,"Assault"
2018-12-20,2018-12-01,133,133,"Intimidation"
2018-07-22,2018-07-01,114,114,"Sexual Offense"
2018-08-27,2018-08-01,238,238,"Theft/Fraud/Burglary"
2018-05-20,2018-05-01,234,234,"Theft/Fraud/Burglary"
2018-11-20,2018-11-01,240,240,"Theft/Fraud/Burglary"
2018-02-27,2018-02-01,238,238,"Theft/Fraud/Burglary"
2018-01-16,2018-01-01,238,238,"Theft/Fraud/Burglary"
2018-07-17,2018-07-01,290,290,"Vandalism"
2018-10-17,2018-10-01,238,238,"Theft/Fraud/Burglary"
2018-03-19,2018-03-01,220,220,"Theft/Fraud/Burglary"
2018-05-20,2018-05-01,132,132,"Assault"
2018-07-18,2018-07-01,238,238,"Theft/Fraud/Burglary"
2018-10-25,2018-10-01,220,220,"Theft/Fraud/Burglary"
2018-09-14,2018-09-01,240,240,"Theft/Fraud/Burglary"
2018-02-20,2018-02-01,132,132,"Assault"
2018-07-25,2018-07-01,290,290,"Vandalism"
2018-07-20,2018-07-01,233,233,"Theft/Fraud/Burglary"
2018-07-20,2018-07-01,132,132,"Assault"
2018-05-20,2018-05-01,220,220,"Theft/Fraud/Burglary"
2018-06-20,2018-06-01,133,133,"Intimidation"
2018-01-22,2018-01-01,132,132,"Assault"
2018-11-20,2018-11-01,236,236,"Theft/Fraud/Burglary"
2018-01-19,2018-01-01,236,236,"Theft/Fraud/Burglary"
2018-06-20,2018-06-01,236,236,"Theft/Fraud/Burglary"
2018-12-20,2018-12-01,238,238,"Theft/Fraud/Burglary"
2018-10-20,2018-10-01,132,132,"Assault"
2018-05-20,2018-05-01,240,240,"Theft/Fraud/Burglary"
2018-03-20,2018-03-01,234,234,"Theft/Fraud/Burglary"
2018-10-24,2018-10-01,132,132,"Assault"
2018-10-19,2018-10-01,132,132,"Assault"
2018-05-20,2018-05-01,236,236,"Theft/Fraud/Burglary"
2018-06-28,2018-06-01,238,238,"Theft/Fraud/Burglary"
2018-10-20,2018-10-01,351,351,"Drug/Weapons Violation"
2018-04-27,2018-04-01,351,351,"Drug/Weapons Violation"
2018-09-20,2018-09-01,290,290,"Vandalism"
2018-04-20,2018-04-01,114,114,"Sexual Offense"
2018-03-13,2018-03-01,132,132,"Assault"
2018-06-20,2018-06-01,233,233,"Theft/Fraud/Burglary"
2018-11-20,2018-11-01,233,233,"Theft/Fraud/Burglary"
2018-02-26,2018-02-01,236,236,"Theft/Fraud/Burglary"
2018-08-21,2018-08-01,132,132,"Assault"
2018-10-19,2018-10-01,132,132,"Assault"
2018-03-21,2018-03-01,132,132,"Assault"
2018-02-23,2018-02-01,250,250,"Theft/Fraud/Burglary"
2018-06-15,2018-06-01,351,351,"Drug/Weapons Violation"
2018-02-20,2018-02-01,132,132,"Assault"
2018-01-17,2018-01-01,133,133,"Intimidation"
2018-06-29,2018-06-01,238,238,"Theft/Fraud/Burglary"
2018-01-20,2018-01-01,290,290,"Vandalism"
2018-07-20,2018-07-01,132,132,"Assault"
2018-02-25,2018-02-01,132,132,"Assault"
2018-01-20,2018-01-01,250,250,"Theft/Fraud/Burglary"
2018-08-13,2018-08-01,132,132,"Assault"
2018-08-27,2018-08-01,131,131,"Assault"
2018-05-20,2018-05-01,233,233,"Theft/Fraud/Burglary"
2018-10-20,2018-10-01,133,133,"Intimidation"
2018-12-20,2018-12-01,131,131,"Assault"
2018-10-30,2018-10-01,131,131,"Assault"
2018-08-17,2018-08-01,233,233,"Theft/Fraud/Burglary"
2017-02-20,2017-02-01,132,132,"Assault"
2017-09-24,2017-09-01,133,133,"Intimidation"
2017-01-20,2017-01-01,132,132,"Assault"
2017-01-28,2017-01-01,133,133,"Intimidation"
2017-01-15,2017-01-01,131,131,"Assault"
2017-08-30,2017-08-01,261,261,"Theft/Fraud/Burglary"
2017-12-23,2017-12-01,290,290,"Vandalism"
2017-04-22,2017-04-01,132,132,"Assault"
2017-05-14,2017-05-01,351,351,"Drug/Weapons Violation"
2017-12-20,2017-12-01,238,238,"Theft/Fraud/Burglary"
2017-09-20,2017-09-01,351,351,"Drug/Weapons Violation"
2017-05-23,2017-05-01,352,352,"Drug/Weapons Violation"
2017-09-18,2017-09-01,351,351,"Drug/Weapons Violation"
2017-12-26,2017-12-01,240,240,"Theft/Fraud/Burglary"
2017-07-25,2017-07-01,220,220,"Theft/Fraud/Burglary"
2017-02-19,2017-02-01,131,131,"Assault"
2017-05-20,2017-05-01,240,240,"Theft/Fraud/Burglary"
2017-03-21,2017-03-01,240,240,"Theft/Fraud/Burglary"
2017-03-29,2017-03-01,220,220,"Theft/Fraud/Burglary"
2017-03-29,2017-03-01,133,133,"Intimidation"
2017-10-20,2017-10-01,266,266,"Theft/Fraud/Burglary"
2017-07-17,2017-07-01,132,132,"Assault"
2017-07-14,2017-07-01,236,236,"Theft/Fraud/Burglary"
2017-06-26,2017-06-01,351,351,"Drug/Weapons Violation"
2017-01-25,2017-01-01,238,238,"Theft/Fraud/Burglary"
2017-10-19,2017-10-01,250,250,"Theft/Fraud/Burglary"
2017-06-20,2017-06-01,233,233,"Theft/Fraud/Burglary"
2017-01-28,2017-01-01,238,238,"Theft/Fraud/Burglary"
2017-01-20,2017-01-01,290,290,"Vandalism"
2017-05-20,2017-05-01,238,238,"Theft/Fraud/Burglary"
2017-05-17,2017-05-01,132,132,"Assault"
2017-05-13,2017-05-01,236,236,"Theft/Fraud/Burglary"
2017-06-23,2017-06-01,280,280,"Theft/Fraud/Burglary"
2017-02-20,2017-02-01,233,233,"Theft/Fraud/Burglary"
2017-08-17,2017-08-01,236,236,"Theft/Fraud/Burglary"
2017-05-20,2017-05-01,233,233,"Theft/Fraud/Burglary"
2017-12-20,2017-12-01,290,290,"Vandalism"
2017-08-20,2017-08-01,233,233,"Theft/Fraud/Burglary"
2017-01-17,2017-01-01,238,238,"Theft/Fraud/Burglary"
2017-07-20,2017-07-01,233,233,"Theft/Fraud/Burglary"
2017-01-14,2017-01-01,351,351,"Drug/Weapons Violation"
2017-10-20,2017-10-01,233,233,"Theft/Fraud/Burglary"
2017-11-25,2017-11-01,112,112,"Sexual Offense"
2017-06-24,2017-06-01,520,520,"Drug/Weapons Violation"
2017-04-13,2017-04-01,133,133,"Intimidation"
2017-06-17,2017-06-01,238,238,"Theft/Fraud/Burglary"
2017-09-21,2017-09-01,238,238,"Theft/Fraud/Burglary"
2017-10-13,2017-10-01,352,352,"Drug/Weapons Violation"
2017-11-18,2017-11-01,290,290,"Vandalism"
2017-07-20,2017-07-01,351,351,"Drug/Weapons Violation"
2017-05-20,2017-05-01,290,290,"Vandalism"
2017-11-15,2017-11-01,233,233,"Theft/Fraud/Burglary"
2017-03-22,2017-03-01,132,132,"Assault"
2017-05-19,2017-05-01,351,351,"Drug/Weapons Violation"
2017-11-15,2017-11-01,290,290,"Vandalism"
2017-05-24,2017-05-01,236,236,"Theft/Fraud/Burglary"
2017-06-14,2017-06-01,220,220,"Theft/Fraud/Burglary"
2017-06-20,2017-06-01,238,238,"Theft/Fraud/Burglary"
2017-09-30,2017-09-01,132,132,"Assault"
2017-12-28,2017-12-01,351,351,"Drug/Weapons Violation"
2017-07-20,2017-07-01,238,238,"Theft/Fraud/Burglary"
2017-12-24,2017-12-01,132,132,"Assault"
2017-12-20,2017-12-01,100,100,"Theft/Fraud/Burglary"
2017-01-20,2017-01-01,351,351,"Drug/Weapons Violation"
2017-11-14,2017-11-01,290,290,"Vandalism"
2017-04-20,2017-04-01,220,220,"Theft/Fraud/Burglary"
2017-12-16,2017-12-01,133,133,"Intimidation"
2017-12-19,2017-12-01,520,520,"Drug/Weapons Violation"
2017-10-25,2017-10-01,370,370,"Other"
2017-02-20,2017-02-01,238,238,"Theft/Fraud/Burglary"
2017-07-13,2017-07-01,238,238,"Theft/Fraud/Burglary"
2017-07-20,2017-07-01,238,238,"Theft/Fraud/Burglary"
2017-06-20,2017-06-01,240,240,"Theft/Fraud/Burglary"
2017-12-20,2017-12-01,351,351,"Drug/Weapons Violation"
2017-09-20,2017-09-01,240,240,"Theft/Fraud/Burglary"
2017-03-20,2017-03-01,132,132,"Assault"
2017-12-20,2017-12-01,220,220,"Theft/Fraud/Burglary"
2017-12-15,2017-12-01,220,220,"Theft/Fraud/Burglary"
2017-10-31,2017-10-01,233,233,"Theft/Fraud/Burglary"
2017-05-13,2017-05-01,236,236,"Theft/Fraud/Burglary"
2017-07-20,2017-07-01,233,233,"Theft/Fraud/Burglary"
2017-12-21,2017-12-01,238,238,"Theft/Fraud/Burglary"
2017-03-22,2017-03-01,351,351,"Drug/Weapons Violation"
2017-06-20,2017-06-01,236,236,"Theft/Fraud/Burglary"
2017-03-20,2017-03-01,351,351,"Drug/Weapons Violation"
2017-05-20,2017-05-01,238,238,"Theft/Fraud/Burglary"
2017-10-20,2017-10-01,131,131,"Assault"
2017-07-15,2017-07-01,290,290,"Vandalism"
2017-09-30,2017-09-01,270,270,"Theft/Fraud/Burglary"
2017-02-24,2017-02-01,132,132,"Assault"
2017-05-19,2017-05-01,237,237,"Theft/Fraud/Burglary"
2017-06-29,2017-06-01,240,240,"Theft/Fraud/Burglary"
2017-05-18,2017-05-01,240,240,"Theft/Fraud/Burglary"
2017-05-20,2017-05-01,351,351,"Drug/Weapons Violation"
2017-03-20,2017-03-01,351,351,"Drug/Weapons Violation"
2017-11-20,2017-11-01,351,351,"Drug/Weapons Violation"
2017-11-13,2017-11-01,220,220,"Theft/Fraud/Burglary"
2017-05-20,2017-05-01,238,238,"Theft/Fraud/Burglary"
2017-05-20,2017-05-01,290,290,"Vandalism"
2017-04-25,2017-04-01,290,290,"Vandalism"
2017-03-23,2017-03-01,351,351,"Drug/Weapons Violation"
2017-01-18,2017-01-01,233,233,"Theft/Fraud/Burglary"
2017-09-20,2017-09-01,236,236,"Theft/Fraud/Burglary"
2017-05-23,2017-05-01,370,370,"Other"
2017-12-20,2017-12-01,233,233,"Theft/Fraud/Burglary"
2017-04-28,2017-04-01,351,351,"Drug/Weapons Violation"
